status,card_present_flag,txn_description,balance,gender,age,merchant_state,extraction,amount,movement
posted,,PAYMENT,19538.05,F,40,,2018-10-19T18:00:00.000+0000,73,debit
authorized,0,POS,43639.14,M,38,NSW,2018-10-19T18:11:09.000+0000,37.5,debit
authorized,1,POS,4187.67,F,64,NSW,2018-10-19T18:34:25.000+0000,54.31,debit
authorized,1,POS,14936.38,M,24,QLD,2018-10-19T18:57:40.000+0000,20.42,debit
posted,,PAYMENT,27516.77,F,34,,2018-10-19T19:00:00.000+0000,63,debit
posted,,INTER BANK,8181.54,F,20,,2018-10-19T19:00:00.000+0000,55,debit
posted,,PAYMENT,17751.1,M,19,,2018-10-19T19:00:00.000+0000,40,debit
posted,,PAYMENT,5180.98,F,35,,2018-10-19T19:00:00.000+0000,45,debit
authorized,1,POS,6301.55,F,18,NSW,2018-10-19T19:09:05.000+0000,52.43,debit
authorized,1,SALES-POS,5686.56,F,24,VIC,2018-10-19T19:19:11.000+0000,20.71,debit
authorized,1,POS,24818.65,F,46,NSW,2018-10-19T19:29:17.000+0000,39.32,debit
authorized,1,SALES-POS,4179.56,M,30,QLD,2018-10-19T19:39:23.000+0000,4.99,debit
authorized,0,SALES-POS,13897.37,M,28,QLD,2018-10-19T19:49:29.000+0000,40.68,debit
authorized,1,POS,9994.94,M,69,VIC,2018-10-19T19:59:35.000+0000,32.3,debit
posted,,PAYMENT,20612.81,M,18,,2018-10-19T20:00:00.000+0000,27,debit
authorized,1,SALES-POS,4457.08,M,31,NSW,2018-10-19T20:12:09.000+0000,16.17,debit
authorized,1,SALES-POS,9182.79,F,30,VIC,2018-10-19T20:24:48.000+0000,7.5,debit
authorized,1,POS,5677.54,F,24,VIC,2018-10-19T20:37:28.000+0000,9.02,debit
authorized,1,SALES-POS,6935.77,F,18,VIC,2018-10-19T20:50:07.000+0000,52.99,debit
posted,,PAYMENT,8112.54,F,20,,2018-10-19T21:00:00.000+0000,69,debit
posted,,PAYMENT,57899.74,M,78,,2018-10-19T21:00:00.000+0000,38,debit
posted,,PAYMENT,11000.9,M,31,,2018-10-19T21:00:00.000+0000,29,debit
posted,,PAYMENT,17701.1,M,19,,2018-10-19T21:00:00.000+0000,50,debit
posted,,PAYMENT,4122.34,M,30,,2018-10-19T21:00:00.000+0000,23,debit
authorized,1,POS,4168.57,M,30,QLD,2018-10-19T21:01:48.000+0000,10.99,debit
authorized,1,POS,20787.64,M,23,NSW,2018-10-19T21:09:59.000+0000,44.4,debit
authorized,1,POS,43673.38,M,28,NSW,2018-10-19T21:18:11.000+0000,7.18,debit
authorized,1,POS,4145.34,M,30,QLD,2018-10-19T21:26:23.000+0000,23.23,debit
authorized,1,SALES-POS,5154.53,F,35,ACT,2018-10-19T21:34:35.000+0000,26.45,debit
authorized,1,POS,10366.69,M,22,VIC,2018-10-19T21:42:47.000+0000,17.3,debit
authorized,1,POS,8209.92,F,47,VIC,2018-10-19T21:50:59.000+0000,136.19,debit
authorized,1,POS,20041.15,M,40,NSW,2018-10-19T21:59:10.000+0000,58.76,debit
posted,,PAYMENT,11995.57,M,22,,2018-10-19T22:00:00.000+0000,89,debit
authorized,1,SALES-POS,43643.35,M,28,NSW,2018-10-19T22:17:38.000+0000,30.03,debit
authorized,1,SALES-POS,13133.11,F,34,QLD,2018-10-19T22:37:15.000+0000,80.21,debit
authorized,1,POS,5669.24,F,24,VIC,2018-10-19T22:56:51.000+0000,8.3,debit
posted,,PAYMENT,4028.66,M,24,,2018-10-19T23:00:00.000+0000,41,debit
authorized,1,POS,24774.69,F,46,NSW,2018-10-19T23:18:15.000+0000,43.96,debit
authorized,0,SALES-POS,5655.4,F,24,VIC,2018-10-19T23:39:59.000+0000,13.84,debit
authorized,1,SALES-POS,16020.47,M,39,VIC,2018-10-20T00:03:28.000+0000,7.33,debit
authorized,1,POS,5642.56,F,24,VIC,2018-10-20T00:46:57.000+0000,12.84,debit
authorized,1,SALES-POS,7605.35,M,28,VIC,2018-10-20T01:17:29.000+0000,53.13,debit
authorized,1,POS,13199.65,M,35,NSW,2018-10-20T01:42:29.000+0000,19.03,debit
posted,,PAYMENT,8276.41,F,25,,2018-10-20T02:00:00.000+0000,26,debit
authorized,1,SALES-POS,7593.05,M,28,VIC,2018-10-20T02:11:06.000+0000,12.3,debit
authorized,1,POS,9276.99,F,27,WA,2018-10-20T02:48:08.000+0000,10.43,debit
authorized,1,POS,11522.67,M,38,NSW,2018-10-20T03:18:53.000+0000,29.57,debit
authorized,0,POS,9710.94,M,20,NSW,2018-10-20T03:46:39.000+0000,8.93,debit
posted,,PAYMENT,41264.8,M,21,,2018-10-20T04:00:00.000+0000,28,debit
authorized,1,SALES-POS,20769.18,M,23,NSW,2018-10-20T04:08:07.000+0000,18.46,debit
authorized,1,POS,22026.94,M,29,NSW,2018-10-20T04:23:44.000+0000,123.41,debit
authorized,1,SALES-POS,20756.19,M,23,NSW,2018-10-20T04:39:22.000+0000,12.99,debit
authorized,1,SALES-POS,8186.11,F,47,WA,2018-10-20T04:54:59.000+0000,23.81,debit
posted,,PAYMENT,57752.74,M,78,,2018-10-20T05:00:00.000+0000,147,debit
posted,,PAYMENT,10974.9,M,31,,2018-10-20T05:00:00.000+0000,26,debit
posted,,PAYMENT,20939.61,F,38,,2018-10-20T05:00:00.000+0000,45,debit
posted,,PAYMENT,16662.36,F,23,,2018-10-20T05:00:00.000+0000,43,debit
posted,,PAYMENT,42214.02,M,42,,2018-10-20T05:00:00.000+0000,37,debit
authorized,1,POS,22018.61,M,29,WA,2018-10-20T06:19:59.000+0000,8.33,debit
authorized,0,SALES-POS,13111.28,F,34,NSW,2018-10-20T07:19:59.000+0000,21.83,debit
authorized,1,POS,14885.9,M,24,QLD,2018-10-20T08:00:27.000+0000,50.48,debit
authorized,1,SALES-POS,9967.1,M,69,VIC,2018-10-20T08:12:05.000+0000,27.84,debit
authorized,1,SALES-POS,9262.49,F,27,SA,2018-10-20T08:23:43.000+0000,14.5,debit
authorized,1,SALES-POS,4182.57,F,64,NSW,2018-10-20T08:35:20.000+0000,5.1,debit
authorized,1,POS,29569.28,F,50,VIC,2018-10-20T08:46:58.000+0000,57.32,debit
authorized,0,SALES-POS,5631.7,F,24,VIC,2018-10-20T08:58:36.000+0000,10.86,debit
authorized,1,SALES-POS,13093.49,F,34,NSW,2018-10-20T09:07:35.000+0000,17.79,debit
authorized,1,POS,22000.92,M,29,WA,2018-10-20T09:16:12.000+0000,17.69,debit
authorized,1,POS,11496.66,M,38,WA,2018-10-20T09:24:49.000+0000,26.01,debit
authorized,1,SALES-POS,1428.24,F,26,QLD,2018-10-20T09:33:26.000+0000,7.27,debit
authorized,1,SALES-POS,20717.69,M,23,NSW,2018-10-20T09:42:04.000+0000,38.5,debit
authorized,1,POS,17464.58,F,19,NSW,2018-10-20T09:50:41.000+0000,26.34,debit
authorized,0,SALES-POS,1406.18,F,26,QLD,2018-10-20T09:59:18.000+0000,22.06,debit
posted,,PAYMENT,6890.77,F,18,,2018-10-20T10:00:00.000+0000,45,debit
authorized,1,SALES-POS,1394.09,F,26,QLD,2018-10-20T10:19:34.000+0000,12.09,debit
authorized,1,POS,9910.17,M,69,VIC,2018-10-20T10:40:51.000+0000,56.93,debit
posted,,PAYMENT,10957.9,M,31,,2018-10-20T11:00:00.000+0000,17,debit
authorized,1,SALES-POS,5619.62,F,24,VIC,2018-10-20T11:00:48.000+0000,12.08,debit
authorized,1,POS,1896.12,M,38,NSW,2018-10-20T11:08:52.000+0000,19.95,debit
authorized,1,SALES-POS,205653.26,F,40,VIC,2018-10-20T11:16:56.000+0000,11.37,debit
authorized,1,POS,5457.78,F,43,NSW,2018-10-20T11:24:59.000+0000,28.31,debit
authorized,1,POS,205624.02,F,40,VIC,2018-10-20T11:33:03.000+0000,29.24,debit
authorized,1,POS,29530.46,F,50,VIC,2018-10-20T11:41:07.000+0000,38.82,debit
authorized,1,POS,5608.01,F,24,VIC,2018-10-20T11:49:11.000+0000,11.61,debit
authorized,1,POS,13055.1,F,34,NSW,2018-10-20T11:57:15.000+0000,38.39,debit
posted,,PAYMENT,18511.22,M,42,,2018-10-20T12:00:00.000+0000,45,debit
authorized,0,POS,43606.38,M,28,NSW,2018-10-20T12:11:47.000+0000,36.97,debit
authorized,1,SALES-POS,20701.82,M,23,NSW,2018-10-20T12:29:38.000+0000,15.87,debit
authorized,1,POS,14866.81,M,24,QLD,2018-10-20T12:47:29.000+0000,19.09,debit
posted,,INTER BANK,13155.65,M,35,,2018-10-20T13:00:00.000+0000,44,debit
authorized,0,POS,21981.04,M,29,WA,2018-10-20T13:05:21.000+0000,19.88,debit
authorized,0,SALES-POS,4451.53,M,31,NSW,2018-10-20T13:23:12.000+0000,5.55,debit
authorized,1,POS,1855.75,M,38,NSW,2018-10-20T13:41:04.000+0000,40.37,debit
authorized,1,SALES-POS,9229.51,F,27,NSW,2018-10-20T13:58:55.000+0000,32.98,debit
posted,,INTER BANK,20567.81,M,18,,2018-10-20T14:00:00.000+0000,45,debit
authorized,0,POS,61009.17,M,38,NT,2018-10-20T14:07:42.000+0000,121.88,debit
authorized,0,SALES-POS,1830.71,M,38,NSW,2018-10-20T14:15:54.000+0000,25.04,debit
authorized,1,SALES-POS,8077.85,F,20,WA,2018-10-20T14:24:05.000+0000,34.69,debit
authorized,1,SALES-POS,9209.13,F,27,NSW,2018-10-20T14:32:17.000+0000,20.38,debit
authorized,1,POS,5594.77,F,24,VIC,2018-10-20T14:40:29.000+0000,13.24,debit
authorized,1,SALES-POS,9193.16,F,27,NSW,2018-10-20T14:48:41.000+0000,15.97,debit
authorized,1,SALES-POS,61236.87,M,19,WA,2018-10-20T14:56:53.000+0000,18.17,debit
authorized,1,POS,5506.86,F,24,QLD,2018-10-20T15:05:50.000+0000,87.91,debit
authorized,1,POS,61067.71,M,19,WA,2018-10-20T15:15:16.000+0000,169.16,debit
authorized,1,POS,9170.1,F,30,VIC,2018-10-20T15:24:43.000+0000,12.69,debit
authorized,1,POS,10622.95,F,19,VIC,2018-10-20T15:34:09.000+0000,23.73,debit
authorized,1,SALES-POS,4158.56,F,64,VIC,2018-10-20T15:43:35.000+0000,24.01,debit
authorized,1,POS,7599.95,M,26,NSW,2018-10-20T15:53:01.000+0000,49.54,debit
posted,,PAYMENT,9893.17,M,69,,2018-10-20T16:00:00.000+0000,17,debit
posted,,PHONE BANK,20546.81,M,18,,2018-10-20T16:00:00.000+0000,21,debit
authorized,1,POS,1385.26,F,26,QLD,2018-10-20T16:04:15.000+0000,8.83,debit
authorized,0,POS,11469.96,M,38,WA,2018-10-20T16:20:39.000+0000,26.7,debit
authorized,1,POS,7565.51,M,28,NSW,2018-10-20T16:37:02.000+0000,27.54,debit
authorized,0,SALES-POS,4433.07,M,31,NSW,2018-10-20T16:53:26.000+0000,18.46,debit
posted,,PAYMENT,13848.37,M,28,,2018-10-20T17:00:00.000+0000,49,debit
authorized,1,SALES-POS,1372.96,F,26,QLD,2018-10-20T17:06:31.000+0000,12.3,debit
authorized,1,SALES-POS,1366.69,F,26,QLD,2018-10-20T17:17:23.000+0000,6.27,debit
authorized,1,POS,8073.86,F,20,WA,2018-10-20T17:28:15.000+0000,3.99,debit
authorized,1,SALES-POS,24700.33,F,46,NSW,2018-10-20T17:39:07.000+0000,74.36,debit
authorized,0,SALES-POS,1359.84,F,26,QLD,2018-10-20T17:49:59.000+0000,6.85,debit
posted,,PAYMENT,11650.85,F,34,,2018-10-20T18:00:00.000+0000,17,debit
authorized,0,SALES-POS,13840.91,M,28,NSW,2018-10-20T18:01:42.000+0000,7.46,debit
authorized,1,SALES-POS,1352.22,F,26,QLD,2018-10-20T18:22:58.000+0000,7.62,debit
authorized,1,SALES-POS,9876.4,M,69,VIC,2018-10-20T18:44:15.000+0000,16.77,debit
authorized,0,POS,7592.16,M,26,WA,2018-10-20T19:02:49.000+0000,7.79,debit
authorized,1,SALES-POS,8061.77,F,20,WA,2018-10-20T19:13:41.000+0000,12.09,debit
authorized,1,SALES-POS,8162.98,F,47,NSW,2018-10-20T19:24:33.000+0000,23.13,debit
authorized,1,POS,29480.32,F,50,SA,2018-10-20T19:35:26.000+0000,50.14,debit
authorized,0,POS,1333.39,F,26,VIC,2018-10-20T19:46:18.000+0000,18.83,debit
authorized,1,POS,117989.4,M,42,TAS,2018-10-20T19:57:10.000+0000,114.01,debit
posted,,INTER BANK,5438.16,F,24,,2018-10-20T20:00:00.000+0000,28,debit
authorized,1,POS,7461.95,M,28,VIC,2018-10-20T20:04:44.000+0000,103.56,debit
authorized,1,SALES-POS,15966.48,M,39,VIC,2018-10-20T20:11:09.000+0000,53.99,debit
authorized,1,SALES-POS,4416.37,M,31,NSW,2018-10-20T20:17:33.000+0000,16.7,debit
authorized,1,SALES-POS,13015.3,F,34,NSW,2018-10-20T20:23:58.000+0000,39.8,debit
authorized,1,POS,1326.46,F,26,QLD,2018-10-20T20:30:23.000+0000,6.93,debit
authorized,1,POS,6232.24,F,24,WA,2018-10-20T20:36:47.000+0000,207.19,debit
authorized,1,SALES-POS,9610.03,M,20,QLD,2018-10-20T20:43:12.000+0000,100.91,debit
authorized,1,SALES-POS,117874.57,M,42,TAS,2018-10-20T20:49:36.000+0000,114.83,debit
authorized,1,SALES-POS,5466.16,F,24,VIC,2018-10-20T20:56:01.000+0000,40.7,debit
posted,,PAYMENT,24672.33,F,46,,2018-10-20T21:00:00.000+0000,28,debit
authorized,1,POS,6221.55,F,24,WA,2018-10-20T21:01:39.000+0000,10.69,debit
authorized,1,POS,267093.66,M,46,VIC,2018-10-20T21:05:59.000+0000,34.86,debit
authorized,1,SALES-POS,12959.92,F,34,NSW,2018-10-20T21:10:20.000+0000,55.38,debit
authorized,1,SALES-POS,7979.8,F,47,WA,2018-10-20T21:14:41.000+0000,183.18,debit
authorized,1,POS,9602.4,M,20,NSW,2018-10-20T21:19:02.000+0000,7.63,debit
authorized,1,SALES-POS,4068.63,M,30,QLD,2018-10-20T21:23:23.000+0000,53.71,debit
authorized,1,POS,4059.94,M,30,QLD,2018-10-20T21:27:44.000+0000,8.69,debit
authorized,1,SALES-POS,13822.45,M,28,VIC,2018-10-20T21:32:05.000+0000,18.46,debit
authorized,0,SALES-POS,22312.89,M,38,VIC,2018-10-20T21:36:26.000+0000,25.05,debit
authorized,0,SALES-POS,15944.45,M,39,VIC,2018-10-20T21:40:46.000+0000,22.03,debit
authorized,1,POS,21962.8,M,29,QLD,2018-10-20T21:45:07.000+0000,18.24,debit
authorized,0,SALES-POS,21945.91,M,29,NSW,2018-10-20T21:49:28.000+0000,16.89,debit
authorized,0,POS,4235.15,F,27,VIC,2018-10-20T21:53:49.000+0000,8.16,debit
authorized,1,SALES-POS,9176.43,F,27,WA,2018-10-20T21:58:10.000+0000,16.73,debit
posted,,PAYMENT,9701.05,F,20,,2018-10-20T22:00:00.000+0000,30,debit
authorized,1,SALES-POS,7565.68,M,26,WA,2018-10-20T22:09:49.000+0000,26.48,debit
authorized,1,SALES-POS,9761.81,F,21,VIC,2018-10-20T22:26:46.000+0000,13.08,debit
authorized,1,SALES-POS,5431.87,F,43,VIC,2018-10-20T22:43:43.000+0000,25.91,debit
posted,,PAYMENT,267050.66,M,46,,2018-10-20T23:00:00.000+0000,43,debit
posted,,PAYMENT,7955.8,F,47,,2018-10-20T23:00:00.000+0000,24,debit
authorized,0,SALES-POS,4049.41,M,30,QLD,2018-10-20T23:00:45.000+0000,10.53,debit
authorized,1,SALES-POS,6798.56,M,20,VIC,2018-10-20T23:19:37.000+0000,21.91,debit
authorized,1,SALES-POS,6876.43,F,18,NSW,2018-10-20T23:38:29.000+0000,14.34,debit
authorized,1,POS,4147.71,F,64,VIC,2018-10-20T23:57:21.000+0000,10.85,debit
authorized,1,POS,1309.55,F,26,QLD,2018-10-21T00:57:19.000+0000,16.91,debit
authorized,1,SALES-POS,4039.11,M,30,QLD,2018-10-21T01:16:16.000+0000,10.3,debit
authorized,1,SALES-POS,9857.26,M,69,VIC,2018-10-21T01:33:13.000+0000,19.14,debit
authorized,1,POS,18907.91,M,35,QLD,2018-10-21T01:50:10.000+0000,223.06,debit
posted,,PAYMENT,7273.95,M,28,,2018-10-21T02:00:00.000+0000,188,debit
posted,,PAYMENT,10341.69,M,22,,2018-10-21T02:00:00.000+0000,25,debit
authorized,1,SALES-POS,1305.42,F,26,QLD,2018-10-21T02:11:03.000+0000,4.13,debit
authorized,1,SALES-POS,17652.94,M,19,VIC,2018-10-21T02:37:22.000+0000,48.16,debit
posted,,INTER BANK,53330.53,M,22,,2018-10-21T03:00:00.000+0000,36,debit
authorized,1,SALES-POS,9162.37,F,27,WA,2018-10-21T03:04:39.000+0000,14.06,debit
authorized,1,POS,9144.23,F,30,VIC,2018-10-21T03:37:59.000+0000,25.87,debit
posted,,PAYMENT,5400.16,F,24,,2018-10-21T04:00:00.000+0000,38,debit
authorized,1,SALES-POS,1299.87,F,26,QLD,2018-10-21T04:07:14.000+0000,5.55,debit
authorized,1,SALES-POS,4396.62,M,31,NSW,2018-10-21T04:28:30.000+0000,19.75,debit
authorized,1,SALES-POS,6783.83,M,20,VIC,2018-10-21T04:49:47.000+0000,14.73,debit
posted,,PAYMENT,27485.77,F,34,,2018-10-21T05:00:00.000+0000,31,debit
posted,,PAYMENT,4117.71,F,64,,2018-10-21T05:00:00.000+0000,30,debit
posted,,INTER BANK,85811.29,M,40,,2018-10-21T06:00:00.000+0000,39,debit
authorized,0,SALES-POS,9576.47,M,20,NSW,2018-10-21T06:19:59.000+0000,25.93,debit
posted,,PAYMENT,19422.05,F,40,,2018-10-21T07:00:00.000+0000,116,debit
posted,,PAYMENT,6734.83,M,20,,2018-10-21T07:00:00.000+0000,49,debit
authorized,0,POS,14849.17,M,24,QLD,2018-10-21T07:20:44.000+0000,17.64,debit
authorized,1,SALES-POS,60826.98,M,19,NSW,2018-10-21T07:57:46.000+0000,240.73,debit
posted,,INTER BANK,10308.69,M,22,,2018-10-21T08:00:00.000+0000,33,debit
posted,,PAYMENT,6687.43,F,18,,2018-10-21T08:00:00.000+0000,189,debit
authorized,0,SALES-POS,22855.27,F,35,VIC,2018-10-21T08:27:38.000+0000,17.18,debit
authorized,1,POS,8047.11,F,20,WA,2018-10-21T08:57:03.000+0000,14.66,debit
authorized,1,SALES-POS,18885.33,M,35,QLD,2018-10-21T09:06:22.000+0000,22.58,debit
authorized,1,SALES-POS,5407.83,F,43,VIC,2018-10-21T09:13:28.000+0000,24.04,debit
authorized,1,POS,2759.51,F,30,NSW,2018-10-21T09:20:34.000+0000,120.34,debit
authorized,1,POS,1285.62,F,26,NT,2018-10-21T09:27:39.000+0000,14.25,debit
authorized,1,SALES-POS,2250.11,M,37,QLD,2018-10-21T09:34:45.000+0000,43.69,debit
authorized,1,POS,5377.58,F,24,VIC,2018-10-21T09:41:50.000+0000,22.58,debit
authorized,0,SALES-POS,2244.44,M,37,QLD,2018-10-21T09:48:56.000+0000,5.67,debit
authorized,1,POS,9147.66,F,27,WA,2018-10-21T09:56:01.000+0000,14.71,debit
posted,,PAYMENT,41222.8,M,21,,2018-10-21T10:00:00.000+0000,42,debit
posted,,PAYMENT,14598.43,M,25,,2018-10-21T10:00:00.000+0000,89,debit
authorized,1,SALES-POS,5206.89,F,24,NSW,2018-10-21T10:05:51.000+0000,170.69,debit
authorized,1,POS,22796.11,F,35,VIC,2018-10-21T10:19:11.000+0000,59.16,debit
authorized,1,POS,2226.96,M,37,QLD,2018-10-21T10:32:31.000+0000,17.48,debit
authorized,1,SALES-POS,11450.81,M,38,ACT,2018-10-21T10:45:51.000+0000,19.15,debit
authorized,1,POS,22293.75,M,38,VIC,2018-10-21T10:59:11.000+0000,19.14,debit
posted,,PAYMENT,43578.38,M,28,,2018-10-21T11:00:00.000+0000,28,debit
posted,,INTER BANK,21646.11,M,43,,2018-10-21T11:00:00.000+0000,31,debit
posted,,INTER BANK,33281.64,F,43,,2018-10-21T11:00:00.000+0000,38,debit
posted,,PAYMENT,13788.45,M,28,,2018-10-21T11:00:00.000+0000,34,debit
authorized,1,SALES-POS,9128.77,F,27,WA,2018-10-21T11:07:42.000+0000,18.89,debit
authorized,1,SALES-POS,20674.2,M,23,NSW,2018-10-21T11:15:54.000+0000,27.62,debit
authorized,0,SALES-POS,20655.29,M,23,NSW,2018-10-21T11:24:05.000+0000,18.91,debit
authorized,1,SALES-POS,6713.64,M,20,VIC,2018-10-21T11:32:17.000+0000,21.19,debit
authorized,1,SALES-POS,9515.49,M,20,NSW,2018-10-21T11:40:29.000+0000,60.98,debit
authorized,1,POS,13120.59,M,35,NSW,2018-10-21T11:48:41.000+0000,35.06,debit
authorized,1,SALES-POS,117816.55,M,42,QLD,2018-10-21T11:56:53.000+0000,58.02,debit
posted,,PAYMENT,16483.36,F,23,,2018-10-21T12:00:00.000+0000,179,debit
posted,,PAYMENT,11448.94,M,19,,2018-10-21T12:00:00.000+0000,37,debit
authorized,0,SALES-POS,6678.38,F,18,NSW,2018-10-21T12:11:04.000+0000,9.05,debit
authorized,1,SALES-POS,11428.95,M,38,SA,2018-10-21T12:28:55.000+0000,21.86,debit
authorized,1,POS,9904.65,M,21,VIC,2018-10-21T12:46:47.000+0000,35.84,debit
authorized,1,SALES-POS,9895.14,M,21,VIC,2018-10-21T13:04:48.000+0000,9.51,debit
authorized,1,SALES-POS,1785.66,M,38,VIC,2018-10-21T13:23:19.000+0000,45.05,debit
authorized,1,SALES-POS,9886.02,M,21,VIC,2018-10-21T13:41:51.000+0000,9.12,debit
posted,,INTER BANK,20506.81,M,18,,2018-10-21T14:00:00.000+0000,40,debit
authorized,0,POS,11544.78,F,25,WA,2018-10-21T14:00:09.000+0000,148.22,debit
authorized,0,SALES-POS,10935.74,M,31,NSW,2018-10-21T14:08:25.000+0000,22.16,debit
authorized,1,POS,9051.67,F,27,WA,2018-10-21T14:16:41.000+0000,77.1,debit
authorized,1,SALES-POS,6205.05,F,24,WA,2018-10-21T14:24:57.000+0000,16.5,debit
authorized,1,SALES-POS,267028.97,M,46,VIC,2018-10-21T14:33:13.000+0000,21.69,debit
authorized,1,POS,3454.32,F,18,QLD,2018-10-21T14:41:29.000+0000,5.71,debit
authorized,1,POS,2063.14,F,30,QLD,2018-10-21T14:49:45.000+0000,7081.09,debit
authorized,0,SALES-POS,6176.43,F,24,SA,2018-10-21T14:58:00.000+0000,28.62,debit
posted,,PAYMENT,7679.09,F,53,,2018-10-21T15:00:00.000+0000,156,debit
authorized,1,POS,7674.68,M,23,NSW,2018-10-21T15:08:15.000+0000,8.58,debit
authorized,1,POS,266981.3,M,46,VIC,2018-10-21T15:19:07.000+0000,47.67,debit
authorized,0,POS,1268.21,F,26,QLD,2018-10-21T15:29:59.000+0000,17.41,debit
authorized,1,SALES-POS,205572.57,F,40,VIC,2018-10-21T15:40:52.000+0000,51.45,debit
authorized,1,POS,11473.14,F,25,VIC,2018-10-21T15:51:44.000+0000,71.64,debit
authorized,0,SALES-POS,6665.89,F,18,NSW,2018-10-21T16:03:56.000+0000,12.49,debit
authorized,1,SALES-POS,12642.77,F,34,NSW,2018-10-21T16:20:19.000+0000,317.15,debit
authorized,1,SALES-POS,9038.65,F,27,WA,2018-10-21T16:36:43.000+0000,13.02,debit
authorized,1,SALES-POS,1244.58,F,26,QLD,2018-10-21T16:53:06.000+0000,23.63,debit
posted,,PAYMENT,2737.51,F,30,,2018-10-21T17:00:00.000+0000,22,debit
authorized,1,POS,60779.69,M,19,NSW,2018-10-21T17:05:44.000+0000,47.29,debit
authorized,0,POS,8039.11,F,20,WA,2018-10-21T17:15:38.000+0000,8,debit
authorized,1,SALES-POS,13105.33,M,35,WA,2018-10-21T17:25:32.000+0000,15.26,debit
authorized,0,SALES-POS,205531.29,F,40,VIC,2018-10-21T17:35:26.000+0000,41.28,debit
authorized,1,POS,6285.5,F,18,SA,2018-10-21T17:45:20.000+0000,16.05,debit
authorized,0,POS,10927.59,M,31,NSW,2018-10-21T17:55:14.000+0000,8.15,debit
posted,,PAYMENT,10865.23,M,31,,2018-10-21T18:00:00.000+0000,45,debit
posted,,PAYMENT,20518.11,M,43,,2018-10-21T18:00:00.000+0000,1128,debit
authorized,1,SALES-POS,1223.39,F,26,QLD,2018-10-21T18:12:05.000+0000,21.19,debit
authorized,1,SALES-POS,24596.3,F,46,SA,2018-10-21T18:35:20.000+0000,76.03,debit
authorized,1,SALES-POS,10910.23,M,31,NSW,2018-10-21T18:58:36.000+0000,17.36,debit
posted,,PAYMENT,16465.36,F,23,,2018-10-21T19:00:00.000+0000,18,debit
posted,,INTER BANK,20479.81,M,18,,2018-10-21T19:00:00.000+0000,27,debit
posted,,PAYMENT,8031.06,F,21,,2018-10-21T19:00:00.000+0000,78,debit
authorized,0,POS,1214.04,F,26,QLD,2018-10-21T19:09:59.000+0000,9.35,debit
authorized,1,SALES-POS,4014.49,M,30,QLD,2018-10-21T19:20:38.000+0000,24.62,debit
authorized,1,SALES-POS,1209.33,F,26,QLD,2018-10-21T19:31:16.000+0000,4.71,debit
authorized,1,POS,14579.41,M,25,WA,2018-10-21T19:41:54.000+0000,19.02,debit
authorized,0,SALES-POS,4767.58,F,40,QLD,2018-10-21T19:52:33.000+0000,36.51,debit
posted,,PAYMENT,21897.91,M,29,,2018-10-21T20:00:00.000+0000,48,debit
posted,,PAYMENT,7632.68,M,23,,2018-10-21T20:00:00.000+0000,42,debit
authorized,1,SALES-POS,5196.81,F,24,VIC,2018-10-21T20:01:56.000+0000,10.08,debit
authorized,0,POS,11234.72,F,30,NSW,2018-10-21T20:08:26.000+0000,7.08,debit
authorized,1,SALES-POS,14526.08,M,25,WA,2018-10-21T20:14:56.000+0000,53.33,debit
authorized,1,POS,4749.91,F,40,QLD,2018-10-21T20:21:25.000+0000,17.67,debit
authorized,1,POS,14508.08,M,25,WA,2018-10-21T20:27:55.000+0000,18,debit
authorized,1,POS,5693.65,F,26,NSW,2018-10-21T20:34:24.000+0000,39.96,debit
authorized,0,POS,7548.05,M,26,WA,2018-10-21T20:40:54.000+0000,17.63,debit
authorized,1,SALES-POS,10855.25,M,31,NSW,2018-10-21T20:47:24.000+0000,9.98,debit
authorized,1,POS,14810.43,M,24,NSW,2018-10-21T20:53:53.000+0000,38.74,debit
posted,,PAYMENT,3404.32,F,18,,2018-10-21T21:00:00.000+0000,50,debit
authorized,1,POS,11166.53,F,30,NSW,2018-10-21T21:00:16.000+0000,68.19,debit
authorized,1,POS,5181.62,F,24,VIC,2018-10-21T21:04:53.000+0000,15.19,debit
authorized,1,POS,22780.09,F,35,VIC,2018-10-21T21:09:29.000+0000,16.02,debit
authorized,1,POS,6645.35,F,18,NSW,2018-10-21T21:14:06.000+0000,20.54,debit
authorized,1,POS,4686.67,F,40,NSW,2018-10-21T21:18:42.000+0000,63.24,debit
authorized,1,SALES-POS,9027.92,F,27,WA,2018-10-21T21:23:19.000+0000,10.73,debit
authorized,1,SALES-POS,5166.93,F,24,VIC,2018-10-21T21:27:55.000+0000,14.69,debit
authorized,1,POS,7531.25,M,26,WA,2018-10-21T21:32:32.000+0000,16.8,debit
authorized,1,POS,14784.14,M,24,QLD,2018-10-21T21:37:08.000+0000,26.29,debit
authorized,1,POS,5161.91,F,24,VIC,2018-10-21T21:41:45.000+0000,5.02,debit
authorized,1,POS,10831.39,M,31,NSW,2018-10-21T21:46:21.000+0000,23.86,debit
authorized,1,SALES-POS,43591.06,M,38,NSW,2018-10-21T21:50:58.000+0000,48.08,debit
authorized,1,SALES-POS,5155.56,F,24,VIC,2018-10-21T21:55:34.000+0000,6.35,debit
posted,,PAYMENT,20016.15,M,40,,2018-10-21T22:00:00.000+0000,25,debit
authorized,1,POS,5653.51,F,26,NSW,2018-10-21T22:00:45.000+0000,40.14,debit
